,nom,nconst
4972,Marie-EvedeGrave,nm0208667
2484,AlaindeHalleux,nm0208818
3118,Louis-DodeLencquesaing,nm0209629
2220,RenatoDeMaria,nm0210101
2446,IvanoDeMatteo,nm0210193
1697,AntoinedeMaximy,nm0210206
6004,MariadeMedeiros,nm0210218
1755,KirkDeMicco,nm0210320
3043,JeromedeMissolz,nm0210370
202,ManoeldeOliveira,nm0210701
3718,ThierrydePeretti,nm0210948
3924,ChristianDeVita,nm0212201
4502,BentleyDean,nm0212707
7395,MichelDebats,nm0213340
3416,EveDeboise,nm0213476
750,JacquesDebs,nm0213572
3237,BavoDefurne,nm0214618
6509,JeremieDegruson,nm0214857
4888,MauriceDekkers,nm0215286
3619,StevenS.DeKnight,nm0215299
3230,CamilleDelamarre,nm0216214
4637,EmilieDeleuze,nm0216816
7059,SergioDelfino,nm0216858
1762,MichelDelgado,nm0217033
4117,FejriaDeliba,nm0217148
4286,FrancoisDelisle,nm0217219
835,GabyDellal,nm0217433
2535,RaphaelDelpard,nm0217779
1100,LionelDelplanque,nm0217803
3102,BenoitDelepine,nm0218022
1070,RichardDembo,nm0218252
4633,ViktorDement,nm0218305
1684,JamesDeMonaco,nm0218621
4776,ArnaudDemuynck,nm0218838
2882,MathieuDemy,nm0218843
400,ClaireDenis,nm0219136
994,Jean-PierreDenis,nm0219156
812,RickdeOliveira,nm0219974
1354,RaymondDepardon,nm0220019
1265,DenisDercourt,nm0220274
7511,Jean-ClaudeDeret,nm0220319
5894,EricDeroo,nm0220514
1075,ScottDerrickson,nm0220600
21,ArnauddesPallieres,nm0220774
3370,DanteDesarthe,nm0220907
1578,LeonDesclozeaux,nm0221087
1614,GuyDeslauriers,nm0221331
1847,VirginieDespentes,nm0221591
901,ArnaudDesplechin,nm0221611
4961,AntoineDesrosieres,nm0221711
1636,HowardDeutch,nm0222043
3866,GustavDeutsch,nm0222077
5939,PrabhuDeva,nm0222150
6764,KayDelventhal,nm0222330
5175,ClaireDevers,nm0222409
62,MichelDeville,nm0222545
480,TomDey,nm0223359
4179,PaoladiFlorio,nm0223814
2932,GianniDiGregorio,nm0223924
3609,AndreaDiStefano,nm0224331
5287,DavidDiane,nm0224780
1704,LavDiaz,nm0225010
2075,PhilippeDiaz,nm0225034
1881,KatherineDieckmann,nm0225869
3825,CarlosDiegues,nm0225935
1329,VincentDietschy,nm0226303
2098,VincentDieutre,nm0226398
425,MarkDindal,nm0227540
2676,RichardDindo,nm0227544
615,IsabelleDoval,nm0227570
6499,DjibrilDiopMambety,nm0228013
1422,ChristianDitter,nm0228542
3233,RachidDjaidani,nm0229073
336,DavidDobkin,nm0229694
4346,BedaDocampoFeijoo,nm0229962
108,PeteDocter,nm0230032
1061,JacquesDoillon,nm0230695
1403,LolaDoillon,nm0230696
2308,XavierDolan,nm0230859
3643,ArielleDombasle,nm0231319
91,AndrewDominik,nm0231596
1349,JulienDonada,nm0231872
5606,TomDonahue,nm0231999
2438,ValerieDonzelli,nm0233123
1315,OlivierDoran,nm0233393
168,JacquesDorfmann,nm0233585
2068,ChristineDory,nm0234255
2987,ArianeDoublet,nm0234672
3523,ZiadDoueiri,nm0234780
440,BillDouglas,nm0234963
2094,JohnErickDowdle,nm0235719
2662,MichaelDowse,nm0236226
3289,SrdjanDragojevic,nm0236729
3027,AndreasDresen,nm0237527
1786,KarimDridi,nm0237876
5222,SaraDriver,nm0238138
885,DonMancini,nm0238841
851,FrederikDuChau,nm0238865
977,OlivierDucastel,nm0239725
4615,MichaelDudokdeWit,nm0240196
68,DennisDugan,nm0240797
549,ChristianDuguay,nm0240995
2973,JeanDujardin,nm0241121
5045,SandrineDumas,nm0241487
1203,BrunoDumont,nm0241622
1999,FredericDumont,nm0241645
172,FrancoisDupeyron,nm0243191
1060,AlbertDupontel,nm0243355
3247,DanielDuque,nm0243641
1539,IlanDuranCohen,nm0243666
905,XavierDurringer,nm0244378
909,LaurentDussaux,nm0244691
5213,ChristopheDuthuron,nm0244784
487,ClaudeDuty,nm0244967
1254,DanielDuval,nm0244999
684,JesseDylan,nm0245888
2081,AnaDiez,nm0246781
4433,DorisDorrie,nm0246903
6081,P.DavidEbersole,nm0248119
5176,ArantxaEchevarria,nm0248401
1419,NicolasEchevarria,nm0248420
7419,GaryEck,nm0248495
1652,UliEdel,nm0248942
2477,FredrikEdfeldt,nm0249189
7404,CoryEdwards,nm0249897
1033,ToddEdwards,nm0250410
7424,FernandoEimbcke,nm0251774
810,BreckEisner,nm0252135
6431,MichaelEkbladh,nm0252289
3101,NadiaElFani,nm0252634
1797,SouadEl-Bouhati,nm0252803
2357,DimaEl-Horr,nm0252829
2199,PascalElbe,nm0253018
1261,SergeElissalde,nm0253727
216,ElloryElkayem,nm0253819
2074,AdamElliot,nm0254178
1805,StephanElliott,nm0254632
276,DavidR.Ellis,nm0254786
3177,OleEndresen,nm0256895
774,JohnEng,nm0256983
4811,YanEngland,nm0257471
5177,MichaelEngler,nm0257554
2183,JonathanEnglish,nm0257646
787,JeromeEnrico,nm0257991
3155,GeoffreyEnthoven,nm0258172
4970,IldikoEnyedi,nm0258221
1996,RobEpstein,nm0258531
6575,VictorErice,nm0258977
3860,BenediktErlingsson,nm0259574
6078,JamesErskine,nm0259847
4993,TelmoEsnal,nm0260738
599,FernandoEspinoza,nm0261056
724,MarcEsposito,nm0261181
3806,MartinEsposito,nm0261186
1541,Anne-MarieEtienne,nm0262098
1271,BruceA.Evans,nm0262595
2240,MarcEvans,nm0263009
831,RichardEyre,nm0264236
2735,PhilippeFalardeau,nm0265852
6684,LuigiFalorni,nm0266510
2391,RickFamuyiwa,nm0266622
1245,StefenFangmeier,nm0266777
5042,CoralieFargeat,nm0267287
6698,ValerieFaris,nm0267512
37,PeterFarrelly,nm0268380
1404,AnneFassio,nm0268753
765,EleonoreFaucher,nm0268984
2694,PhilippeFaucon,nm0268999
1561,EtienneFaure,nm0269170
7371,IsabelleFavez,nm0269402
747,FrancoisFavrat,nm0269440
1984,NatFaxon,nm0269542
1438,RaphaelFejto,nm0270830
6716,Jean-LoupFelicioli,nm0271246
1005,SamFell,nm0271402
2482,RenaudFely,nm0271685
4813,XiaogangFeng,nm0271815
3840,DanielFerguson,nm0272402
1198,PascaleFerran,nm0273863
4691,LaurenceFerreiraBarbosa,nm0274262
2581,IsmaelFerroukhi,nm0275044
5128,JavierFesser,nm0275250
2719,ShanaFeste,nm0275277
665,DavidS.Goyer,nm0275286
1651,GlennFicarra,nm0275629
1441,AndyFickman,nm0275698
1212,ToddField,nm0276062
1453,ShaneMeadows,nm0276349
482,MarthaFiennes,nm0276397
1009,JacquesFieschi,nm0276466
3198,HeleneFillieres,nm0277229
978,SophieFillieres,nm0277230
2020,EckartFingberg,nm0277728
1681,EmmanuelFinkiel,nm0277933
1065,LaurentFirode,nm0278705
3953,PernilleFischerChristensen,nm0278803
7426,HelmutFischer,nm0278947
4914,WolfgangFischer,nm0279158
1371,Jean-CharlesFitoussi,nm0280083
863,StefanFjeldmark,nm0280745
1307,RyanFleck,nm0281396
2099,AlainFleischer,nm0281477
3780,DaveFleischer,nm0281487
1995,RubenFleischer,nm0281508
1375,AnneFletcher,nm0281945
3240,MandieFletcher,nm0282064
3684,PerFly,nm0283377
6082,StephaneFoenkinos,nm0283810
4182,AnnaFoerster,nm0283816
1513,AriFolman,nm0284369
256,AnneFontaine,nm0284774
3509,FredericFonteyne,nm0285090
446,MarcForster,nm0286975
401,AlastairFothergill,nm0288144
46,FredFougea,nm0288263
6461,TobiasFouracre,nm0288396
4581,FrancisFourcou,nm0288411
448,EricFourniols,nm0288559
6816,LilianFranck,nm0290437
2905,JamesFranco,nm0290556
620,ScottFrank,nm0291082
1193,DavidFrankel,nm0291205
2739,ChristineFrancois,nm0291961
6369,StephaneFreiss,nm0293889
1644,HayoFreitag,nm0293901
1424,JuanCarlosFresnadillo,nm0294379
1531,ThorFreudenthal,nm0294457
1857,BartFreundlich,nm0294505
1505,JasonFriedberg,nm0294997
1096,LizFriedlander,nm0295107
1581,HadarFriedlich,nm0295120
6763,JeffreyFriedman,nm0295243
3695,RaphaelFrydman,nm0296828
871,SergeFrydman,nm0296829
1018,EytanFox,nm0297202
229,KinjiFukasaku,nm0297935
2763,LeeFulkerson,nm0298132
212,AntoineFuqua,nm0298807
2278,SylvainFusee,nm0299396
4014,MichelFuzellier,nm0299455
4148,LevanGabriadze,nm0300174
892,StephenGaghan,nm0300866
1515,AlainGagnol,nm0300944
542,JoelGallen,nm0302778
1774,FlorianGallenberger,nm0302780
2616,GuillaumeGallienne,nm0302916
4270,Jean-FrancoisGallotte,nm0303145
6689,BenedicteGalup,nm0303377
3771,DiegoGalan,nm0303561
4325,DamonGameau,nm0303902
4920,NishaGanatra,nm0304091
157,ChristopheGans,nm0304521
1834,DennisGansel,nm0304541
1368,SamGarbarski,nm0304921
42,NicoleGarcia,nm0305368
4021,FranciscoGarcia,nm0306112
3694,AlexGarland,nm0307497
3845,LouisGarrel,nm0308039
2355,PhilippeGarrel,nm0308042
1854,MatteoGarrone,nm0308520
2829,RobertoGarzelli,nm0308974
861,TonyGatlif,nm0309697
4,ArmandGatti,nm0309775
4507,GiuseppeM.Gaudino,nm0309959
3226,ValerieGaudissart,nm0309982
895,EmileGaudreault,nm0309996
3547,NilsGaup,nm0310168
5077,PatriceGautier,nm0310367
4476,JakeGavin,nm0310539
1276,JulieGavras,nm0310614
2255,RomainGavras,nm0310615
3817,SarahGavron,nm0310673
2961,CescGay,nm0310747
320,GiordanoGederlini,nm0311488
1861,GrantGee,nm0311532
4048,ShiraGeffen,nm0311700
4213,LottaGeffenblad,nm0311702
6997,UziGeffenblad,nm0311703
3419,DavidGelb,nm0312173
3171,HugoGelin,nm0312315
1267,FabriceGenestal,nm0312784
3853,TobyGenkel,nm0312881
3030,PabloGiorgelli,nm0313652
2741,RuediGerber,nm0314147
1994,HaileGerima,nm0314340
7396,ClydeGeronimi,nm0314671
2012,SachaGervasi,nm0315065
6242,MattiGeschonneck,nm0315117
4662,NikolausGeyrhalter,nm0315430
2269,DenisGheerbrant,nm0315591
2289,BahmanGhobadi,nm0315842
1588,KhaledGhorbal,nm0315865
5331,XavierGiacometti,nm0316021
5170,GiulioGianini,nm0316216
966,XavierGiannoli,nm0316306
6846,AlexGibney,nm0316795
915,TonyGiglio,nm0317638
2728,MateoGil,nm0317834
4512,NitzanGilady,nm0317908
986,LewisGilbert,nm0318149
1459,CraigGillespie,nm0318916
1974,HubertGillet,nm0318994
169,ThomasGilou,nm0319624
3814,DanGilroy,nm0319659
6201,JuanjoGimenezPena,nm0319781
7166,FrancisGinibre,nm0320033
1850,MarcoTullioGiordana,nm0320285
6879,BuddyGiovinazzo,nm0320546
1287,FrancoisGirard,nm0320660
2168,HippolyteGirardot,nm0320762
6412,RaphaelGirardot,nm0320764
6882,HeleneGiraud,nm0320784
251,Jacques-RemyGirerd,nm0320868
525,FrancisGirod,nm0320929
4068,SabineGisiger,nm0321102
5410,MarcelGisler,nm0321112
470,AmosGitai,nm0321159
3700,TudorGiurgiu,nm0321363
519,StephaneGiusti,nm0321403
3300,MatthiasGlasner,nm0321894
709,JonathanGlazer,nm0322242
712,FrancisGlebas,nm0322368
1560,DelphineGleize,nm0322479
2894,VincentGlenn,nm0322672
7349,GerdGockell,nm0323685
4768,PatrickGodeau,nm0323885
1281,PhilippeGodeau,nm0323886
732,FabienneGodet,nm0323937
2097,MathiasGokalp,nm0324833
617,EricGoldberg,nm0325196
7336,DaynaGoldfine,nm0325603
4535,JohnGoldschmidt,nm0326020
3236,AkivaGoldsman,nm0326040
3741,RichardStarzak,nm0326450
3640,SrdanGolubovic,nm0326740
1902,MiguelGomes,nm0326937
4251,RitaAzevedoGomes,nm0326946
5233,CosimoGomez,nm0326995
3298,AlainGomis,nm0327120
304,MichelGondry,nm0327273
2614,ChrisGorak,nm0329755
4482,FionaGordon,nm0330185
1491,JoshGordon,nm0330347
396,KeithGordon,nm0330360
2924,MatthewGordon,nm0330441
324,RajaGosnell,nm0331532
3768,IgorGotesman,nm0331868
6758,FredericGoupil,nm0332639
2393,RomainGoupil,nm0332647
2944,EverardoGout,nm0332740
4304,BenoitGraffin,nm0333818
2759,MichaelGrandage,nm0334787
4696,PatrickGrandperret,nm0334924
1802,PhilippeGrandrieux,nm0334930
2177,DenysGranier-Deferre,nm0335131
2554,DebraGranik,nm0335138
1596,DarrenGrant,nm0335337
49,F.GaryGray,nm0336620
1297,JamesGray,nm0336695
5194,PierreGreco,nm0337509
1931,DavidGordonGreen,nm0337773
2044,EugeneGreen,nm0337833
722,LukeGreenfield,nm0339004
829,PaulGreengrass,nm0339030
1694,KevinGreutert,nm0340436
5396,ZlatkoGrgic,nm0340767
5877,DavidGrieco,nm0340880
1472,AlisterGrierson,nm0340958
3075,AlbertoGrifi,nm0341785
1761,AntonelloGrimaldi,nm0342096
2869,RajkoGrlic,nm0342748
5017,JonasTrueba,nm0343903
6923,SimonGross,nm0344144
6654,J.MackyeGruber,nm0344259
1773,AdrianGrunberg,nm0344496
1322,PhilipGroning,nm0344973
1911,LucaGuadagnino,nm0345174
1673,CharlesGuard,nm0345294
6730,ThomasGuard,nm0345307
4078,ChristianGudegast,nm0345615
6228,TiagoGuedes,nm0345743
733,StephaneGuenin,nm0345846
896,BourlemGuerdjou,nm0345909
6076,EricGueret,nm0345914
5372,BertrandGuerry,nm0346326
4619,JoseLuisGuerin,nm0346360
6035,SamirGuesmi,nm0346363
2848,MateoGuez,nm0346519
1362,DavisGuggenheim,nm0346550
586,ValerieGuignabodet,nm0346823
1492,GuillaumeMalandrin,nm0347029
6402,SophieGuillemin,nm0347069
1293,Jean-LouisGuillermou,nm0347098
1374,EricGuirado,nm0347473
1624,AlainGuiraudie,nm0347492
1795,GrahamGuit,nm0347552
1206,JamesGunn,nm0348181
4987,JonGunn,nm0348197
410,LawrenceGuterman,nm0349183
1394,BillGuttentag,nm0349702
2470,PatricioGuzman,nm0350099
2639,SabinaGuzzanti,nm0350127
87,RobertGuediguian,nm0350168
2449,IsabelleCzajka,nm0350597
4753,SylvieHabault,nm0352119
1693,DavidHackl,nm0352524
1750,JoanaHadjithomas,nm0352858
2217,LucileHadzihalilovic,nm0352968
7421,HannoHofer,nm0353093
7489,ArnoHagers,nm0353539
2533,DonHahn,nm0353893
4292,AndrewHaigh,nm0354091
3196,JohnHalas,nm0354691
6424,MaschaHalberstad,nm0354722
2118,HowardHall,nm0355652
2732,KlayHall,nm0355806
7425,KarenHarley,nm0356502
3195,ArtoHalonen,nm0356867
881,JohnHamburg,nm0357453
5286,LindaHamback,nm0357482
2749,BentHamer,nm0357584
489,NickHamm,nm0358327
5422,EmmanuelHamon,nm0358859
1950,YvesHanchar,nm0359321
3347,JohnLeeHancock,nm0359387
3399,AsokaHandagama,nm0359491
249,MichaelHaneke,nm0359734
1856,MiaHansen-Love,nm0361135
3598,DominicHarari,nm0361828
6823,MattiHarari,nm0361833
767,CatherineHardwicke,nm0362566
387,PhilippeHarel,nm0362854
7309,RebeccaHarrellTickell,nm0364117
4504,KohkiHasei,nm0367959
2197,JannikHastrup,nm0368645
4088,WlodzimierzHaupe,nm0369432
3556,StefanHaupt,nm0369442
1942,JessicaHausner,nm0369618
455,JohnHay,nm0370510
1440,JimmyHayward,nm0371755
1156,MichelHazanavicius,nm0371890
4658,SergeHazanavicius,nm0371891
2509,StuartHazeldine,nm0371955
826,PhilippeHaim,nm0372072
609,DougHeadline,nm0372192
1341,PeterHedges,nm0373282
1291,MichaelHegner,nm0373798
2698,MatthijsvanHeijningenJr.,nm0374048
2526,BenjaminHeisenberg,nm0374663
1399,MarkHelfrich,nm0375068
2422,MonteHellman,nm0375494
3069,VeitHelmer,nm0375691
6979,HannaHemila,nm0375991
2123,BruceHendricks,nm0376712
799,JonathanHensleigh,nm0378144
4136,HansHerbots,nm0378681
1024,BrunoHerbulot,nm0378730
479,StephenHerek,nm0378893
3803,FelixHerngren,nm0379773
1506,AntonioHernandez,nm0379872
2705,PaulaHernandez,nm0380097
3767,JeanneHerry,nm0380831
148,JohnHerzfeld,nm0381273
1924,GrantHeslov,nm0381416
1819,JaredHess,nm0381478
2227,JonHewitt,nm0382054
780,PeterHewitt,nm0382072
155,LaurentHeynemann,nm0382327
1259,ScottHicks,nm0382956
1131,TimHill,nm0384722
993,JohnHillcoat,nm0384825
7083,Pierre-AntoineHiroz,nm0386431
131,OliverHirschbiegel,nm0386570
3,LeonHirszman,nm0386706
325,GregoryHoblit,nm0387706
2640,ChristophHochhausler,nm0387828
6836,RainerHoffmann,nm0389250
278,P.J.Hogan,nm0389591
5136,JoannaHogg,nm0389712
4861,AslaugHolm,nm0391473
4254,HannesHolm,nm0391502
1054,NicoleHolofcener,nm0392237
2353,MariusHolst,nm0392319
4016,JohannesHolzhausen,nm0392813
3621,HongKhaou,nm0393234
4621,HeddyHonigmann,nm0393322
1284,ChristopheHonore,nm0393394
1535,TomHooper,nm0393799
1653,JoelHopkins,nm0394199
1124,StephenHopkins,nm0394280
1793,BojenaHorackova,nm0394502
2778,OlivierHorlait,nm0394756
2022,SherryHormann,nm0394776
1231,HansHorn,nm0394841
1621,MamoruHosoda,nm0396074
1792,ByronHoward,nm0397174
125,PeterHowitt,nm0398184
4766,JanHrebejk,nm0398575
1814,PatrickHuard,nm0399088
879,Jean-LoupHubert,nm0399464
306,AlbertHughes,nm0400436
1979,AllenHughes,nm0400441
7290,ToddHughes,nm0400968
3144,AnnHui,nm0401176
6680,RamanHui,nm0401203
1074,BruceHunt,nm0402365
2754,PhilipHunt,nm0402601
5335,SimonHunter,nm0403038
4341,EvaHusson,nm0404067
1269,GeraldHustache-Mathieu,nm0404080
1806,FrancisHuster,nm0404091
6647,ClintHutchison,nm0404438
913,JamesHuth,nm0404485
4090,NicholasHytner,nm0405336
2747,MarionHansel,nm0405578
2481,KlausHaro,nm0405605
1006,MikaelHafstrom,nm0405632
1913,ArmandoIannucci,nm0406334
1117,AlexdelaIglesia,nm0407067
2624,ImSang-soo,nm0407992
5944,TadashiImai,nm0408033
5876,HiroyukiImaishi,nm0408043
315,ShoheiImamura,nm0408076
1763,TakahiroImamura,nm0408077
3812,ThomasImbach,nm0408101
4306,DenisImbert,nm0408120
1866,Henri-FrancoisImbert,nm0408127
3501,MarkusImhoof,nm0408195
2762,StefanoIncerti,nm0408440
6380,IsabelleIngold,nm0408910
1948,EvaIonesco,nm0409561
1320,OtarIosseliani,nm0409646
5565,IndraKumar,nm0409791
363,JohnIrvin,nm0410139
135,RobertIscove,nm0410769
2798,AkimIsker,nm0411236
5302,IssaLopez,nm0411517
961,AlineIssermann,nm0411556
5507,GuillaumeIvernel,nm0412247
4429,ShunjiIwai,nm0412517
4425,MickJackson,nm0413875
535,WilfredJackson,nm0414144
3009,AzazelJacobs,nm0414337
3508,GregoryJacobs,nm0414423
1097,SteveJacobs,nm0414646
3064,JannickeSystadJacobsen,nm0414728
3819,MandyJacobson,nm0414889
2155,RickJacobson,nm0414910
960,GuyJacques,nm0415148
975,LucJacquet,nm0415207
402,BenoitJacquot,nm0415245
4250,OlivierJahan,nm0415658
1340,Jean-ClaudeJaner,nm0417462
74,AgnesJaoui,nm0418450
2013,Marie-JaouldePoncheville,nm0418452
6591,CamilleJapy,nm0418470
583,FredericJardin,nm0418621
1426,JulianJarrold,nm0418982
3039,Jean-JacquesJauffret,nm0419411
2430,FlorenceJaugey,nm0419413
1196,PierreJavaux,nm0419478
1264,OlivierJean-Marie,nm0419829
1569,PatricJean,nm0419871
1846,LucienJean-Baptiste,nm0419894
1462,ChristineJeffs,nm0420422
2505,VadimJendreyko,nm0420705
719,PattyJenkins,nm0420941
4017,AndersThomasJensen,nm0421314
6012,KimHagenJensen,nm0421559
1841,VickyJenson,nm0421776
5307,LouJeunet,nm0422367
3706,AlejandroJodorowsky,nm0423524
2401,RowanJoffe,nm0423626
4189,ArthurJoffe,nm0423645
1148,RolandJoffe,nm0423646
556,ClarkJohnson,nm0424800
6946,DukeJohnson,nm0425004
311,MarkStevenJohnson,nm0425756
923,MikeJohnson,nm0425840
1243,NiallJohnson,nm0425894
1461,RianJohnson,nm0426059
623,TimJohnson,nm0426333
83,PierreJolivet,nm0427136
5932,MichaelB.Jordan,nm0430107
6041,KhalilJoreige,nm0430307
6479,KaroleRocher,nm0430629
6049,EdouardJoubeaud,nm0431040
1692,ThierryJousse,nm0431185
4881,SamuelJouy,nm0431221
1647,EricJudor,nm0431956
451,GerardJugnot,nm0432040
1139,MirandaJuly,nm0432380
5073,K.V.Anand,nm0433895
7384,RomanKachanov,nm0434152
476,CedricKahn,nm0434806
5072,KenjiKamiyama,nm0436784
3984,MischaKamp,nm0436899
1098,KangJe-kyu,nm0437625
1670,PascalKane,nm0438051
1439,AsifKapadia,nm0438090
6650,YvetteKaplan,nm0438394
689,SamKarmann,nm0439748
2023,JakeKasdan,nm0440458
3409,AnuragKashyap,nm0440604
752,MathieuKassovitz,nm0440913
4941,SunaoKatabuchi,nm0441090
613,PhilipKaufman,nm0442241
631,AkiKaurismaki,nm0442454
2152,MikaKaurismaki,nm0442455
2748,NaomiKawase,nm0442905
3061,TonyKaye,nm0443411
2773,ClayKaytis,nm0443505
333,StephaneKazandjian,nm0443592
177,AbdellatifKechiche,nm0444244
6531,SalimKechiouche,nm0444248
5673,NietzchkaKeene,nm0444729
1675,RichardKelly,nm0446819
2207,RobertKenner,nm0448422
3978,JamesKent,nm0448757
3951,JenniferKent,nm0448768
6099,PeterKerekes,nm0449272
1436,EtgarKeret,nm0449316
6016,YannickKergoat,nm0449323
3747,LilianedeKermadec,nm0449394
1021,LodgeKerrigan,nm0449868
1158,AlekKeshishian,nm0450194
951,MichaelKeusch,nm0450661
2402,MamaKeita,nm0450952
1517,FranckKhalfoun,nm0451076
2844,MichelKhleifi,nm0451674
3013,EricKhoo,nm0451799
934,CallieKhouri,nm0451884
1631,AbbasKiarostami,nm0452102
6144,SandrineKiberlain,nm0452161
854,BeebanKidron,nm0452319
4611,StephenKijak,nm0452772
6379,YasuhitoKikuchi,nm0452858
1016,KimKi-duk,nm0453580
1682,MichaelPatrickKing,nm0455078
1715,RyuheiKitamura,nm0457565
461,CedricKlapisch,nm0458251
3701,SaarKlein,nm0458964
1488,ReinhardKlooss,nm0459996
1126,NicolasKlotz,nm0460120
1713,MasahiroKobayashi,nm0462029
4318,TsuneoKobayashi,nm0462076
601,DavidKoepp,nm0462895
7052,MarkKoetsier,nm0462988
1615,SandraKogut,nm0463156
2087,MasayukiKojima,nm0463628
7174,BorisKolar,nm0463841
1598,EranKolirin,nm0464115
2379,StephanKomandarev,nm0464526
557,SatoshiKon,nm0464804
4339,MartinKoolhoven,nm0465551
11,PierreKoralnik,nm0466010
2003,BaltasarKormakur,nm0466349
5462,KitaroKosaka,nm0466901
3140,VictorKossakovsky,nm0467285
6872,PhilippeKotlarski,nm0467726
2001,AndrewKotting,nm0467836
258,JanKounen,nm0468007
6921,DaniKouyate,nm0468125
3974,LechKowalski,nm0468627
2480,DamjanKozole,nm0468995
1056,GermanKral,nm0469378
918,WayneKramer,nm0469694
3615,LarsKraume,nm0470081
1498,ChrisKraus,nm0470098
3066,RonKrauss,nm0470323
521,GerardKrawczyk,nm0470443
952,LenardFritzKrawinkel,nm0470465
6334,NicoletteKrebitz,nm0470514
4925,MarcoKreuzpaintner,nm0471086
4648,SoniaKronlund,nm0472196
374,RogerKumble,nm0474955
1855,KiyoshiKurosawa,nm0475905
69,DianeKurys,nm0476123
788,KarynKusama,nm0476201
534,CoreyYuen,nm0477035
1251,KenKwapis,nm0477129
1378,DagurKari,nm0477597
7219,JacquesKebadian,nm0477727
4863,UlrichKohler,nm0477823
5504,KarstenKiilerich,nm0478172
2756,BruceLaBruce,nm0478418
545,JeanneLabrune,nm0479738
2390,PierreLacan,nm0479807
3864,StephanLacant,nm0479810
1160,DavidLaChapelle,nm0479999
5338,EdieLaconi,nm0480215
1748,PascalLaethier,nm0480690
2202,GabrielJulien-Laferriere,nm0480768
3512,AxelleLaffont,nm0480831
5885,LaurentLafitte,nm0480850
2589,StephaneLafleur,nm0480894
1151,RichardLaGravenese,nm0481418
2948,Jean-FrancoisLaguionie,nm0481451
3220,MarionLaine,nm0481866
3653,NourEddineLakhmari,nm0482236
1277,SophieLaloy,nm0482542
508,RingoLam,nm0482681
3540,MarianoLamberti,nm0483338
2060,ChristopheLamotte,nm0483770
3777,MarianneLamour,nm0483791
1687,ChristopherLandon,nm0484907
5746,FranckLandron,nm0485016
5467,PerryLang,nm0485878
450,SamanthaLang,nm0485904
4498,RemiLange,nm0486188
2725,VincentLannoo,nm0486994
2291,YorgosLanthimos,nm0487166
3573,ClaudeLanzmann,nm0487351
6347,DavidLanzmann,nm0487352
1452,JeromeLaperrousaz,nm0487458
2604,AnastasiaLapsui,nm0487844
3071,MicheleLaroque,nm0488477
1062,ArnaudLarrieu,nm0488623
1788,Jean-MarieLarrieu,nm0488626
2937,EstelleLarrivaz,nm0488645
3168,SheldonLarry,nm0488688
694,EricLartigau,nm0489309
6859,PhilippeLarue,nm0489344
3015,MarionLary,nm0489375
6414,SusanaLastreto,nm0489946
2258,ElianedeLatour,nm0490324
592,ChantalLauby,nm0490702
4727,SebastienLaudenbach,nm0490736
5171,ChristophLauenstein,nm0490771
7139,WolfgangLauenstein,nm0490773
6788,EmmanuelLaurent,nm0491222
2835,MelanieLaurent,nm0491259
1273,EricLavaine,nm0491708
2757,IsildLeBesco,nm0494066
1630,Maiwenn,nm0494069
2397,GabrielLeBomin,nm0494104
746,PhilippeLeGuay,nm0494355
3537,BrunoLeJean,nm0494389
2717,JeromeLeMaire,nm0494408
5162,ChristopheLeMasne,nm0494426
3498,YvanLeMoine,nm0494467
19,AnneLeNy,nm0494504
1083,SergeLePeron,nm0494557
3548,DidierLePecheur,nm0494558
2420,EricLeRoch,nm0494569
6774,ChristianLelong,nm0494733
3284,LucLeclercduSablon,nm0496172
3204,KadijaLeclere,nm0496227
2319,OunieLecomte,nm0496293
178,PatriceLeconte,nm0496312
3229,BensonLee,nm0496863
4953,FrancisLee,nm0497274
4666,Je-yongLee,nm0497489
6691,TonyLeech,nm0498555
6992,LisaLeeman,nm0498658
1648,PhilippeLefebvre,nm0498898
6653,AlejandroLegaspi,nm0499196
766,GillesLegrand,nm0499448
4769,XavierLegrand,nm0499488
1049,HassanLegzouli,nm0499567
184,MichaelLehmann,nm0499724
6827,MarkkuLehmuskallio,nm0499777
118,EricLeighton,nm0500343
419,DannyLeiner,nm0500444
1102,DavidLeland,nm0500896
